orb,condition,n,win_rate,expectancy,random_exp,edge
0900,0900_L4,90,0.5777777777777777,0.7317822730552608,0.4650095859854399,0.2667726870698209
1100,1100_L4,90,0.5444444444444444,0.8215629824506858,0.6716853112553558,0.14987767119533002
